症状,草药
[330],"[99, 150, 160, 208, 475, 490, 784]"
[217],"[296, 490, 597]"
[271],[704]
[217],"[547, 597, 604]"
[276],"[212, 425, 547, 699]"
[262],"[430, 459, 547, 571, 641, 729, 749, 758, 763]"
[312],"[426, 547, 597, 604, 659, 677]"
[262],"[109, 547, 729, 758, 763, 777]"
[3],"[132, 547, 574]"
[312],"[66, 475, 547, 553, 649]"
[246],"[535, 541, 544, 546, 547, 799]"
"[308, 357]","[340, 546, 547, 549, 593]"
"[14, 222]","[545, 547, 548, 549, 659, 769]"
[80],"[109, 272, 341, 547, 574, 742]"
"[222, 306, 363]","[442, 490, 508, 546, 547, 605, 659]"
"[253, 389]","[66, 427, 490, 504, 547, 563, 568, 659]"
[306],"[438, 442, 446, 490, 508, 546, 611, 621, 655, 666]"
[262],"[42, 359, 532, 544, 545, 547, 758]"
[80],"[109, 131, 547, 574, 729]"
"[14, 202]","[276, 428, 547, 666, 717]"
[135],"[196, 547, 597, 659]"
[80],"[532, 546, 547, 548, 549]"
[367],"[149, 428, 441, 447, 456, 547, 799]"
[367],"[430, 504, 546, 547, 699, 742, 799]"
[80],"[449, 547, 641, 651, 659]"
[217],"[427, 430, 547, 711, 742, 775]"
[315],"[276, 440, 546, 547, 571, 659, 699, 775, 799]"
[14],"[477, 545, 546, 547, 799]"
[367],"[444, 547, 626, 659, 711, 799]"
"[202, 266, 363]","[441, 446, 504, 547, 574, 641, 655, 659, 729, 742]"
[262],"[547, 548]"
[274],"[109, 541, 546, 547, 549]"
[80],"[433, 547, 574, 659, 729, 742, 759]"
[266],"[276, 430, 446, 449, 546, 547, 574, 641, 659, 677, 777]"
[80],"[109, 547, 548, 549, 659]"
"[80, 246]","[477, 490, 504, 547, 615, 799]"
[274],"[138, 427, 430, 547, 659]"
"[262, 274, 308]","[430, 547, 571, 729, 749, 758, 763]"
[80],"[158, 547, 548, 659, 729]"
[283],"[272, 547]"
[14],"[129, 276, 444, 518, 546, 547, 641, 659, 749, 768]"
[246],"[442, 547, 659]"
[80],"[546, 547, 659, 677, 742, 769]"
[80],"[109, 132, 442, 517, 547, 548, 641, 659, 666, 707]"
"[95, 254]",[433]
"[215, 293, 367]","[496, 659, 718]"
"[14, 202]","[276, 428, 547, 666, 717]"
"[125, 236]","[196, 208, 429, 433, 442, 477, 604]"
"[125, 165]","[193, 196, 262, 263, 267, 387, 429, 433, 525, 536, 605, 606, 659, 666, 703]"
"[125, 165]","[193, 196, 267, 387, 433, 525, 606, 703]"
[164],"[535, 666, 679, 682, 775]"
[80],"[433, 547, 574, 659, 729, 742, 759]"
[266],"[276, 430, 446, 449, 546, 547, 574, 641, 659, 677, 777]"
"[160, 215, 217, 348]","[393, 465, 535, 682]"
[387],"[239, 437, 507, 535, 682, 699, 775]"
"[290, 348]","[122, 535, 539, 542, 548, 682]"
[389],"[426, 427, 469, 535, 597, 605, 642, 659, 677]"
[307],"[436, 483, 490, 496, 508, 718]"
"[241, 306]","[436, 483, 490, 507, 524, 659]"
[286],"[436, 483, 490, 507, 524, 659, 705]"
[306],"[34, 436, 439, 442, 490, 492, 508, 605, 606, 659]"
[307],"[36, 438, 441, 449, 477, 490, 546, 605, 633, 655, 659, 666]"
"[269, 363]","[197, 434, 438, 444, 490, 508, 625, 633, 655, 659, 666]"
[80],"[490, 730]"
[286],"[73, 226, 427, 441, 444, 498, 504, 517, 546, 640, 659, 677]"
"[147, 266]","[208, 425, 427, 441, 444, 490, 504, 546, 552, 593, 633, 655, 659, 666, 769, 777]"
"[80, 227, 279, 308]","[109, 546, 547, 548, 549, 574, 659, 729]"
[151],"[517, 704]"
[80],"[109, 546, 547, 548, 549, 659, 742]"
[271],"[99, 200, 478, 504]"
[246],"[443, 492]"
[348],"[196, 433, 477, 490, 605]"
"[215, 293, 367]","[496, 659, 718]"
[254],[433]
[199],[196]
"[283, 357]","[208, 262, 425, 427, 429, 441, 490, 504, 525, 546, 552, 593, 604, 659, 666, 677, 710]"
[286],"[70, 140, 436, 485, 501, 536, 718, 723, 745, 784, 785, 786]"
[241],"[70, 485, 490, 492, 504, 508, 654, 718, 723, 784]"
"[286, 330, 357]","[34, 140, 193, 436, 437, 438, 442, 449, 477, 483, 490, 492, 504, 507, 508, 537, 581, 637, 638, 659, 718, 723, 736, 745]"
[330],"[477, 490, 581, 723, 729, 745]"
[330],"[490, 507, 524, 659, 723]"
[330],"[442, 477, 490, 745]"
"[202, 367]","[483, 490, 507, 659, 718]"
[202],"[208, 442, 477, 490, 492, 524, 546, 633, 655, 677, 718, 723]"
"[202, 367]","[434, 436, 483, 490, 496, 507, 508, 524, 659, 718]"
[286],"[434, 436, 449, 455, 481, 483, 490, 496, 503, 508, 659, 718]"
[246],"[301, 441, 477, 490, 504, 544, 545, 546]"
[206],"[96, 441, 442, 467, 490, 504, 574, 626, 677, 729, 731, 742]"
[241],"[208, 438, 441, 475, 477, 478, 490, 508, 522, 633]"
"[274, 363]","[449, 467, 490, 640, 655]"
"[94, 363]","[438, 467, 477, 490, 546, 640, 729]"
"[217, 236]","[441, 442, 477, 490, 492, 504, 546, 655, 718, 723]"
"[286, 295, 306]","[436, 438, 477, 490, 492, 494, 504, 507, 574, 575, 638, 677, 718, 723, 729]"
[306],"[85, 99, 442, 449, 490, 498, 503, 507, 610, 659]"
[330],"[477, 490, 581, 723, 729, 745]"
[241],"[434, 442, 483, 490, 492, 494, 496, 507, 508, 659, 723]"
[306],"[34, 208, 490, 659, 666]"
"[208, 319]","[442, 477, 490, 666, 784]"
"[330, 363]","[436, 442, 477, 492, 504, 507, 718, 729]"
"[274, 306]","[263, 490, 723, 745]"
[330],"[442, 478, 490, 492, 508, 626, 723, 729, 784]"
[236],"[129, 429, 477, 490, 504, 517, 546, 655, 666, 708, 710]"
[27],"[490, 621, 677]"
"[138, 242]","[490, 604]"
"[330, 363]","[34, 131, 449, 467, 477, 478, 490, 492, 507, 547, 574, 575, 677, 718, 723, 729, 745]"
[330],"[490, 507, 524, 659, 723]"
[354],"[36, 73, 478, 490, 508, 655, 659, 666]"
[241],"[438, 449, 477, 490, 729]"
[246],"[449, 490, 655]"
[94],"[442, 467, 477, 490, 492, 504, 507, 575, 677, 745]"
"[286, 306]","[441, 442, 449, 477, 490, 492, 504, 546, 605, 638, 655, 666, 715, 723, 745]"
[367],"[48, 286, 456, 459, 467, 490, 504, 574, 645, 699, 711, 799]"
[271],"[203, 208, 438, 442, 490, 519]"
[352],"[437, 438, 442, 444, 485, 508, 605, 611, 659]"
[269],"[73, 427, 428, 490, 498, 532, 638]"
[222],"[193, 477, 485, 490, 507, 718, 723, 784]"
[363],"[436, 437, 438, 442, 477, 490, 492, 504, 507, 659]"
"[215, 308]","[442, 490, 508, 517, 546, 604, 611, 655, 666, 677]"
"[259, 357]","[73, 434, 439, 441, 442, 477, 490, 492, 507, 517, 546, 547, 655, 659, 666, 705, 718]"
[363],"[442, 490, 492, 508, 621, 659]"
[236],"[129, 429, 477, 490, 504, 517, 546, 655, 666, 708, 710]"
[27],"[490, 621, 677]"
[203],"[434, 436, 481, 490, 659]"
[306],"[434, 436, 441, 442, 490, 504, 508, 659]"
[246],"[73, 109, 436, 437, 442, 490, 494, 547, 659, 718, 723]"
[367],"[441, 442, 477, 485, 490, 492, 508, 547, 638, 666, 723, 745]"
[193],"[477, 490]"
[363],"[436, 477, 490, 492, 504, 507]"
[293],"[477, 478, 485, 490, 553, 653, 705]"
[341],"[467, 477, 490, 511]"
[222],"[490, 537, 606]"
"[147, 266]","[208, 425, 427, 441, 444, 490, 504, 546, 552, 593, 633, 655, 659, 666, 769, 777]"
[80],"[441, 442, 504, 546, 547, 659]"
[382],"[340, 547, 548, 641]"
[14],"[442, 517, 547, 655, 659, 769]"
[14],"[504, 547]"
[269],"[197, 208, 438, 490, 583, 604, 605, 633, 655, 659]"
[306],"[131, 477, 478, 485, 490, 604]"
[349],"[266, 436, 441, 490, 492, 504, 581, 677, 723, 745]"
[164],"[535, 546, 666, 682]"
"[94, 363]","[467, 490, 507]"
"[208, 349]","[425, 490, 546, 611, 640, 653, 655, 659, 666]"
[348],"[427, 490, 517, 557, 597, 659, 710, 711]"
[245],"[147, 201, 467, 573]"
"[94, 274, 363]","[477, 490, 729]"
[274],"[427, 428, 444, 446, 659, 699, 710, 711]"
[308],"[442, 467, 477, 490, 492, 503, 504, 507, 537, 547, 659, 677, 723, 729]"
[363],"[27, 33, 212, 230, 525, 529, 544, 546, 649, 661, 691, 699, 703]"
[319],"[38, 160, 730, 773]"
[363],"[436, 477, 490, 492, 504, 507]"
[341],"[27, 28, 66, 211, 212, 230, 253, 256, 423, 525, 649, 661, 670, 677]"
"[130, 353]","[254, 256, 485, 625, 684]"
[80],"[441, 442, 504, 546, 547, 659]"
[262],"[775, 790]"
[14],"[442, 517, 547, 655, 659, 769]"
[338],"[145, 146, 147, 203, 426, 428, 535, 548, 574, 605, 653, 655, 659, 666, 677, 775]"
[88],"[468, 472, 654]"
[262],"[441, 677, 729]"
[208],"[99, 142]"
[253],"[37, 557, 563]"
"[253, 338]","[37, 139, 557, 563, 573]"
[236],"[442, 494, 659]"
[208],"[655, 659, 677]"
[367],"[444, 699, 777, 799]"
"[193, 299, 367]","[479, 633, 729]"
[389],"[441, 465, 596, 604, 605]"
"[204, 306, 367]","[37, 46, 441, 463, 557, 604, 633, 654]"
[389],"[37, 441, 465, 589]"
[245],"[147, 201, 467, 573]"
[389],"[46, 441, 589, 604, 633]"
[262],[759]
[363],"[511, 548, 659, 716]"
[237],"[457, 478, 633, 717]"
[306],"[457, 461]"
"[62, 283, 328]","[461, 688, 800]"
[367],"[66, 457, 700, 800]"
[299],"[272, 633]"
[244],"[159, 272, 681, 801]"
[367],"[461, 537, 800]"
[367],"[457, 667, 800]"
[389],"[50, 110, 757]"
"[171, 289]",[726]
"[71, 151, 231, 294]","[517, 640, 677]"
[261],"[99, 490, 522, 523, 611]"
"[236, 286]","[196, 467, 546, 584, 659]"
[367],"[216, 504, 659, 711]"
[348],"[359, 443, 633, 659, 729]"
"[14, 246]","[73, 546, 605, 799]"
[246],"[121, 180, 387, 546, 633]"
"[246, 305]","[73, 180, 442, 546]"
"[14, 246, 346]","[73, 121, 546, 633]"
[58],"[73, 121, 490, 546, 633]"
[246],"[73, 121, 180, 546, 633]"
[237],"[441, 504, 574, 729]"
[294],"[229, 653]"
[367],"[657, 801, 802]"
[367],"[260, 578, 622, 801]"
[363],"[517, 611, 677, 769]"
"[34, 218]","[504, 546, 659, 677, 729]"
"[164, 193]","[109, 544, 545, 546, 611, 655]"
[363],"[37, 196, 327, 574, 605, 653, 677, 769]"
"[193, 367]","[441, 444, 449, 659, 699, 710, 711]"
"[305, 367]","[153, 598]"
[165],"[212, 254, 472, 519]"
"[41, 174, 348]","[563, 564]"
[295],"[636, 637, 638, 666, 763, 775, 777]"
[344],"[91, 212, 215, 219, 430, 676, 677, 734]"
[110],"[155, 515, 520, 555, 577, 640, 677, 763]"
[110],"[463, 468]"
[297],"[196, 477, 485]"
[363],"[606, 633]"
[248],"[463, 475, 575]"
[306],"[235, 522, 523, 724, 792]"
[328],"[276, 393, 433, 436, 444, 544, 545, 546, 659, 666]"
[308],"[359, 366]"
[367],"[463, 605]"
[241],"[436, 508, 606, 626, 784]"
[276],"[145, 196, 210, 427, 438, 518, 546, 597, 604, 605, 608, 649, 659, 666, 729, 742]"
[338],"[203, 210, 427, 535, 546, 574, 593, 604, 649, 652, 659, 666, 677, 769]"
[299],"[517, 640, 659, 666, 676, 677]"
[367],"[66, 457, 700, 800]"
[244],"[159, 272, 681, 801]"
[253],"[467, 574, 729]"
[367],"[461, 537, 800]"
"[217, 367]","[444, 659, 699, 710, 711]"
"[171, 289]","[110, 584, 613, 659]"
[292],"[28, 44, 703]"
[292],"[28, 44, 436, 575, 659, 703]"
"[86, 293]","[184, 323, 581, 584, 653, 671, 696]"
[262],[215]
[246],"[121, 180, 387, 546, 633]"
[247],"[99, 501, 623, 626, 699, 723, 784, 785, 786]"
[202],"[212, 438, 441, 444, 446, 456, 501, 546, 574, 577, 597, 604, 649, 655, 659, 666, 677, 729, 757, 769, 775, 784, 785, 786]"
[349],"[48, 438, 441, 442, 446, 449, 544, 545, 546, 655, 659, 666, 769]"
[354],"[196, 427, 577, 597, 605, 626, 657, 659, 677, 742, 769]"
"[332, 354]","[27, 180, 212, 254, 256, 262, 275, 422, 427, 525, 546, 649, 655, 666, 670, 671, 691]"
"[236, 304, 312, 330]","[211, 212, 263, 429, 485, 490, 519, 525, 546, 604, 666]"
"[330, 354]","[211, 212, 256, 423, 485, 490, 525, 546, 555, 604, 649, 666]"
[276],"[212, 276, 424, 500, 633, 659, 666]"
"[236, 257]","[209, 276, 477, 546, 604, 645, 655, 666]"
[322],"[99, 508]"
[348],"[544, 546, 655]"
[80],"[544, 545, 546, 611, 655, 676]"
"[14, 306]","[544, 545, 546, 611, 655]"
[276],"[212, 276, 424, 500, 633, 659, 666]"
"[164, 193]","[109, 544, 545, 546, 611, 655]"
[130],"[544, 545, 546, 655, 676]"
"[193, 367]","[441, 444, 449, 659, 699, 710, 711]"
"[305, 367]","[605, 699, 711, 775]"
[88],"[472, 564, 654]"
[339],"[626, 633]"
[367],"[212, 442, 444, 449, 659, 699, 711, 775, 777]"
[367],"[442, 444, 659, 699, 704, 775, 777]"
[88],"[472, 516, 564, 597, 705, 771]"
[346],"[233, 518, 547, 555, 557, 574, 577, 666, 695, 763]"
"[315, 345]","[138, 211, 395, 426, 427, 518, 547, 577, 597, 666, 695, 703, 711, 763]"
[138],"[46, 441, 568, 589]"
[88],"[103, 564, 565]"
[389],"[110, 508, 522, 538, 784]"
[309],"[140, 296, 434, 477, 481, 483, 507, 508, 677, 705]"
[80],"[140, 196, 309, 415, 430, 472, 475, 477, 478, 481, 519, 571, 604, 605, 654, 659, 677, 784]"
[222],"[110, 193, 208, 428, 441, 475, 477, 478, 485, 490, 496, 504, 508, 525, 546, 606, 633, 659, 666, 705, 718]"
[269],"[208, 438, 478, 490, 508, 522, 605, 633, 659]"
[274],"[67, 475, 478, 490, 546, 571, 640, 666, 729, 742]"
[274],"[67, 140, 427, 430, 467, 475, 478, 571, 574, 659, 677, 729, 742, 769, 784]"
[262],"[475, 478, 490, 758]"
[262],"[475, 478, 490, 508, 572, 773]"
[88],"[539, 801]"
[264],"[415, 572, 643]"
[377],[572]
[299],"[490, 659]"
"[348, 367]","[212, 605, 655, 659, 775]"
[246],"[433, 525, 671]"
[80],"[547, 548, 549, 590, 659]"
[337],"[211, 423, 677, 688]"
[197],"[468, 538]"
[299],"[272, 633]"
[94],"[85, 604, 605, 626]"
[181],"[655, 659, 704, 710]"
[363],"[99, 439, 522, 523]"
[88],"[416, 599, 699, 763]"
[304],"[799, 801]"
"[306, 363]","[441, 444, 504, 517, 605, 611, 640, 677, 705, 711]"
"[126, 219, 282, 363, 367]","[437, 438, 444, 504, 517, 568, 705]"
[308],"[574, 659, 729, 742]"
"[202, 236, 274, 286, 376]","[434, 438, 441, 546, 633, 655, 659, 666]"
[389],"[147, 430, 554, 659, 695, 777]"
[376],"[428, 451, 546, 574, 659, 666, 775, 777]"
"[151, 208, 257, 349]","[239, 655, 666, 677]"
"[246, 367]","[462, 605]"
[308],"[574, 659, 729, 742]"
"[135, 276, 323]","[276, 597, 604, 605, 649, 659, 666]"
"[151, 208, 257, 349]","[239, 655, 666, 677]"
[314],"[180, 426, 621, 670, 671, 675, 769]"
[314],"[670, 717, 769]"
[241],"[167, 180, 323, 596, 605, 769]"
[289],[180]
[276],"[129, 180, 276, 387, 426, 427, 517, 518, 525, 546, 593, 604, 670, 691]"
[314],"[180, 426, 621, 670, 671, 675, 769]"
[330],"[99, 404, 490, 729]"
[369],"[46, 99, 604]"
[211],"[37, 46, 99, 415, 475, 557, 566, 568, 596, 604]"
[369],"[99, 475, 604, 701]"
[246],"[99, 149, 477]"
[363],"[99, 442, 517, 546, 640, 655, 666]"
[262],[99]
[27],[99]
[306],"[239, 546, 605, 655, 666]"
[312],"[109, 212, 253, 256, 546]"
[196],"[203, 211, 212, 230, 253, 256, 262, 525, 544, 546, 649, 670, 775]"
[125],"[212, 253, 256, 262, 422, 670]"
[130],"[212, 485, 490, 553, 604, 652, 670]"
[27],"[212, 477, 492, 597, 604, 605, 666, 699]"
"[276, 323]","[212, 422, 604, 675]"
[236],"[212, 230, 255, 276, 423, 427, 452, 546, 649, 666, 670, 676]"
[222],"[27, 212]"
[196],"[212, 215, 659]"
[354],"[212, 263, 266, 423, 655, 666]"
[363],"[212, 655, 659, 677, 769]"
"[276, 367]","[212, 456, 597, 605, 657, 659, 711]"
"[276, 367]","[211, 212, 446, 456, 633, 659]"
[367],"[212, 286, 456, 597, 605, 657, 659, 666, 677, 711, 729]"
[367],"[212, 659, 676, 699, 711]"
[271],"[215, 514]"
[271],"[215, 514]"
[257],"[145, 146, 230, 276, 415, 427, 441, 444, 446, 465, 468, 546, 593, 596, 597, 605, 649, 657, 659, 666, 676, 677, 699, 720, 729, 748, 769, 775]"
"[290, 348]","[52, 94, 341, 556]"
[314],"[10, 253, 670]"
[278],[538]
"[237, 267, 322]",[800]
[278],"[645, 800]"
[81],"[166, 180, 183, 195, 208, 343, 426, 433, 436, 490, 496, 508, 517, 520, 524, 525, 548, 611, 655, 658, 694, 703, 705]"
[314],"[28, 180, 387, 426, 427, 504, 518, 525, 593, 605, 655]"
[262],"[48, 160, 209, 216, 266, 281, 441, 445, 490, 546, 610, 611, 658, 659, 694]"
[319],"[141, 148, 203, 229, 472, 548, 654]"
[262],"[472, 475, 588, 589, 605, 792]"
"[241, 286, 306]","[436, 444, 496, 508, 605, 606, 659]"
[332],"[27, 180, 212, 254, 256, 275, 422, 427, 525, 546, 649, 655, 666, 670, 671, 691]"
[299],"[99, 773]"
[367],"[99, 149, 472, 538, 802]"
[88],"[103, 677, 705]"
"[217, 282, 353, 367]","[212, 442, 546, 659, 699, 711]"
[299],"[286, 452, 640, 676, 688]"
"[217, 282, 353, 367]","[212, 442, 546, 659, 699, 711]"
"[313, 376]","[425, 426, 429, 437, 444, 446, 504, 517, 546, 659, 666, 729]"
[348],"[428, 707, 711, 742, 775]"
"[274, 290]","[359, 366, 370, 375]"
[348],"[428, 707, 711, 742, 775]"
"[120, 214]","[481, 520, 603, 611, 623]"
"[274, 290]","[359, 366, 370, 375]"
"[120, 214]","[481, 520, 603, 611, 623]"
"[286, 295, 330]","[436, 477, 481, 508]"
"[286, 295, 306]","[436, 477, 508]"
"[295, 306, 330, 383]","[438, 442, 477, 626, 638, 666]"
"[261, 325]","[299, 475, 490, 588, 621]"
"[274, 367]","[272, 276, 659, 666]"
"[274, 306, 348]","[198, 438, 546, 615, 659]"
[175],"[538, 654]"
[367],"[208, 434, 441, 442, 475, 478, 490, 508, 666]"
"[286, 306, 367]","[34, 434, 441, 478, 490, 496, 508, 633, 666]"
[330],"[99, 507, 745]"
[262],"[426, 430, 447, 457, 475, 478, 490, 659, 729, 758]"
[262],"[140, 430, 447, 449, 457, 460, 475, 478, 574, 711, 729, 758]"
[262],"[140, 426, 430, 447, 475, 478, 508, 542, 729, 758]"
[262],"[184, 426, 430, 447, 478, 490, 508, 522, 547, 659, 729, 758]"
[262],"[140, 184, 430, 434, 475, 478, 522, 547, 729, 758]"
[262],"[184, 426, 430, 447, 475, 478, 490, 508, 522, 547, 659, 729, 758]"
[314],"[179, 196, 249, 429, 433, 436, 437, 438, 439, 441, 442, 444, 477, 504, 517, 525, 546, 589, 604, 605, 640, 659, 670, 677, 705, 711]"
[204],"[433, 666]"
[367],"[425, 427, 429, 437, 438, 441, 442, 444, 504, 517, 546, 659, 677, 682, 705, 711]"
[290],"[425, 426, 429, 437, 438, 441, 442, 444, 446, 504, 517, 546, 605, 611, 633, 640, 659, 677]"
[349],"[150, 153, 160, 442, 546, 655, 666, 723, 773]"
"[319, 349, 363]","[160, 442, 467, 583, 781]"
[349],"[150, 153, 160, 442, 546, 655, 666, 723, 773]"
"[319, 349, 363]","[160, 442, 467, 583, 781]"
[319],"[70, 442, 477, 492, 494, 537, 637, 638, 723]"
[330],"[99, 477, 494, 659, 677, 729]"
"[309, 319, 363]","[442, 467, 494, 583, 637, 638, 781]"
[208],"[442, 477, 492, 494, 637, 638, 718, 723]"
"[88, 262]","[229, 459, 460, 490, 705]"
"[14, 202, 246, 349]","[160, 467, 582, 654, 784]"
[165],"[217, 451, 532, 541, 542, 544, 545, 547, 548, 549, 641, 659]"
"[328, 367]","[38, 281, 293, 359, 415, 427, 429, 445, 451, 474, 475, 546, 556, 568, 571, 573, 641, 651, 659, 699, 700, 701, 711, 758]"
[389],"[463, 478, 574, 729]"
[389],"[37, 564]"
[389],"[463, 478, 574, 729]"
[389],"[37, 564]"
"[259, 303]","[444, 475, 546, 659, 666, 730, 763]"
[389],"[441, 654]"
"[259, 308, 309]","[272, 293, 444, 546, 571, 730, 758, 763]"
"[259, 303]","[444, 475, 546, 659, 666, 730, 763]"
"[232, 259]","[255, 275, 276, 659, 730]"
[232],"[272, 275, 276, 659, 730, 761, 763]"
"[259, 308, 309]","[272, 293, 444, 546, 571, 730, 758, 763]"
"[227, 232, 303, 308]","[444, 467, 474, 654, 659, 666, 730, 763, 781]"
"[14, 227]","[444, 467, 546, 659, 666, 730, 763]"
[232],"[444, 571, 659, 700, 729, 730]"
[308],"[293, 444, 467, 641, 659, 730, 758, 763]"
[232],"[467, 574, 659, 729]"
"[236, 367]","[27, 28, 109, 203, 211, 212, 230, 253, 256, 387, 422, 423, 490, 522, 523, 525, 544, 546, 649, 652, 666, 670, 677, 692, 699]"
"[14, 276, 363, 367]","[34, 436, 438, 442, 490, 492, 507, 508, 633, 659]"
"[14, 276, 363, 367]","[34, 436, 438, 442, 490, 492, 507, 508, 633, 659]"
[237],"[441, 444, 504, 611]"
[261],"[79, 196, 449, 477, 490, 494, 504, 525, 529, 610, 638, 641, 677, 718, 723, 729]"
[330],"[359, 504, 518, 525, 595, 726]"
[293],"[212, 276, 387, 424, 659, 666]"
[369],"[564, 654]"
[328],"[212, 276, 659, 666, 775]"
"[211, 389]","[475, 563, 564, 730, 775]"
"[14, 244, 313]",[134]
[80],"[449, 532, 545, 547, 548, 549, 574, 659]"
"[322, 369]","[292, 428, 442, 638, 666, 688]"
"[14, 244, 313]",[134]
[80],"[449, 532, 545, 547, 548, 549, 574, 659]"
"[322, 369]","[468, 472]"
[274],"[427, 444, 581, 655, 659]"
[290],"[544, 545, 546, 615, 655]"
[14],"[540, 604]"
[348],"[196, 434, 478, 490, 571]"
[254],"[535, 682]"
"[219, 376]","[433, 437, 604]"
[325],"[472, 475, 522, 597, 603, 606]"
[325],"[314, 474, 730, 761, 791, 792]"
[312],[774]
[371],[568]
[325],"[603, 775]"
[312],"[215, 233, 272, 296, 434, 436, 475, 483, 546, 597, 621, 652, 730]"
[312],"[472, 563, 564, 588, 589]"
"[144, 325]","[464, 472, 654, 659]"
[325],"[99, 464, 475, 700]"
"[246, 325]","[264, 427, 430, 474, 475, 517, 568, 573, 597, 652, 677, 705, 708]"
[325],"[603, 775]"
[325],"[415, 472, 474, 475, 573, 761]"
[80],[109]
[161],"[109, 151, 152, 427, 467, 659, 703]"
[14],"[109, 534]"
[80],"[109, 503, 549, 574, 677]"
[138],"[37, 46, 99, 171, 233, 415, 427, 475, 478, 496, 517, 522, 523, 557, 571, 589, 604, 643, 700, 711, 792]"
[382],"[109, 516, 574, 653, 677, 769]"
[269],"[109, 438, 544]"
[286],"[85, 109, 203, 425, 444, 467, 641, 677, 703, 723, 775]"
[156],"[109, 571, 593, 659]"
[375],"[109, 548, 676]"
[196],"[359, 574, 577, 659, 763]"
"[206, 271]","[203, 467, 490, 605, 621, 652, 659, 676]"
[378],"[546, 574, 604, 633, 640, 666, 677]"
"[352, 369]","[203, 472]"
[253],"[564, 617]"
[382],"[503, 517, 525, 547, 549, 641, 659, 677]"
"[211, 329]","[37, 46, 138, 218, 426, 472, 475, 557, 568, 571, 643, 659, 666, 677]"
[174],"[462, 775]"
[367],[659]
[367],"[55, 462, 659]"
[367],"[276, 456, 699]"
[367],"[276, 456, 659, 699]"
[367],"[777, 784]"
[242],"[99, 200, 427, 475, 566, 568, 588, 589, 799]"
[236],"[109, 138, 152, 256, 427]"
[348],"[109, 138, 276, 504, 544, 577, 703, 763]"
[88],"[46, 110, 215, 631]"
[286],"[472, 475, 478, 490, 508]"
"[369, 389]","[427, 557, 654]"
[80],[109]
[286],"[85, 109, 203, 425, 444, 467, 641, 677, 703, 723, 775]"
"[388, 389]","[38, 429, 455, 464, 474, 478, 482, 490, 496, 597, 705, 761]"
[262],"[522, 523, 538]"
[299],"[281, 286, 456, 621, 699, 700, 777, 791]"
[217],"[37, 46, 147, 441, 557, 568, 597, 604, 666, 676]"
[367],"[37, 46, 147, 441]"
[367],"[147, 463]"
"[217, 348]","[37, 46, 147, 441, 490, 492, 557, 568, 597, 604]"
[253],"[538, 745]"
"[338, 349]","[37, 46, 589]"
[348],"[517, 659, 775]"
[363],"[517, 659, 769]"
[348],"[517, 589, 659, 705, 775]"
"[215, 306, 313, 348, 363]","[597, 604, 605, 682, 711]"
[306],"[423, 604, 605, 633, 640, 655, 659, 677]"
[348],"[46, 589, 705]"
[348],"[498, 554, 577, 588, 589, 677, 705, 729, 732, 748]"
[382],"[436, 519, 575, 607, 777]"
[367],"[203, 253, 265, 546, 643, 652, 654, 792]"
[367],"[55, 462, 659]"
[367],[215]
[367],"[276, 456, 699]"
[367],"[34, 239, 260, 423, 441, 442, 449, 467, 490, 494, 507, 546, 638, 640, 655, 666, 677]"
"[306, 348, 363]","[429, 437, 442, 494, 504, 507, 517, 637, 638, 659]"
[203],"[436, 437, 441, 490, 494, 507, 546, 637, 638, 640, 655, 659, 677]"
[246],"[50, 430, 475, 517, 546, 597, 705]"
"[217, 262, 282, 363]","[430, 597, 604, 655, 659, 677, 699, 705, 784]"
[389],"[99, 589, 654, 784]"
"[165, 367]","[196, 208, 442, 462, 467, 477, 490, 583, 604, 605, 655, 677, 729, 784]"
